class,method,line,bug
src/main/java/com/alibaba/fastjson/JSONPath.java,extract,1755,Fastjson_78
src/main/java/com/alibaba/fastjson/JSONPath.java,extract,1802,Fastjson_78
src/main/java/com/alibaba/fastjson/JSONPath.java,extract,1805,Fastjson_78
src/main/java/com/alibaba/fastjson/JSONPath.java,extract,1806,Fastjson_78
src/main/java/com/alibaba/fastjson/parser/JSONLexerBase.java,scanStringArray,1719,Fastjson_78
src/main/java/com/alibaba/fastjson/parser/JSONScanner.java,scanISO8601DateIfMatch,383,Fastjson_78
src/main/java/com/alibaba/fastjson/parser/JSONScanner.java,scanISO8601DateIfMatch,393,Fastjson_78
src/main/java/com/alibaba/fastjson/parser/JSONScanner.java,scanISO8601DateIfMatch,412,Fastjson_78
src/main/java/com/alibaba/fastjson/parser/JSONScanner.java,scanFieldBoolean,1517,Fastjson_78
src/main/java/com/alibaba/fastjson/parser/JSONScanner.java,scanFieldBoolean,1518,Fastjson_78
src/main/java/com/alibaba/fastjson/parser/JSONScanner.java,scanFieldBoolean,1519,Fastjson_78
src/main/java/com/alibaba/fastjson/parser/JSONScanner.java,scanFieldBoolean,1520,Fastjson_78
src/main/java/com/alibaba/fastjson/parser/JSONScanner.java,scanFieldBoolean,1522,Fastjson_78
src/main/java/com/alibaba/fastjson/parser/JSONScanner.java,scanFieldBoolean,1523,Fastjson_78
src/main/java/com/alibaba/fastjson/parser/JSONScanner.java,scanFieldBoolean,1524,Fastjson_78
src/main/java/com/alibaba/fastjson/parser/JSONScanner.java,info,2079,Fastjson_78
src/main/java/com/alibaba/fastjson/parser/JSONScanner.java,info,2080,Fastjson_78
src/main/java/com/alibaba/fastjson/parser/JSONScanner.java,skipObject,2279,Fastjson_78
src/main/java/com/alibaba/fastjson/parser/JSONScanner.java,skipObject,2280,Fastjson_78
src/main/java/com/alibaba/fastjson/parser/JSONScanner.java,skipObject,2281,Fastjson_78
src/main/java/com/alibaba/fastjson/parser/JSONScanner.java,skipObject,2282,Fastjson_78
src/main/java/com/alibaba/fastjson/parser/JSONScanner.java,skipObject,2283,Fastjson_78
src/main/java/com/alibaba/fastjson/parser/JSONScanner.java,skipObject,2284,Fastjson_78
src/main/java/com/alibaba/fastjson/parser/JSONScanner.java,skipObject,2285,Fastjson_78
src/main/java/com/alibaba/fastjson/parser/JSONScanner.java,skipObject,2286,Fastjson_78
src/main/java/com/alibaba/fastjson/parser/JSONScanner.java,skipObject,2287,Fastjson_78
src/main/java/com/alibaba/fastjson/parser/JSONScanner.java,skipObject,2288,Fastjson_78
src/main/java/com/alibaba/fastjson/parser/JSONScanner.java,skipObject,2289,Fastjson_78
src/main/java/com/alibaba/fastjson/parser/JSONScanner.java,skipObject,2290,Fastjson_78
src/main/java/com/alibaba/fastjson/parser/JSONScanner.java,skipObject,2312,Fastjson_78
src/main/java/com/alibaba/fastjson/parser/JSONScanner.java,skipObject,2313,Fastjson_78
src/main/java/com/alibaba/fastjson/parser/JSONScanner.java,skipObject,2314,Fastjson_78
src/main/java/com/alibaba/fastjson/parser/JSONScanner.java,skipObject,2315,Fastjson_78
src/main/java/com/alibaba/fastjson/parser/JSONScanner.java,skipObject,2316,Fastjson_78
src/main/java/com/alibaba/fastjson/parser/JSONScanner.java,skipObject,2317,Fastjson_78
src/main/java/com/alibaba/fastjson/parser/JSONScanner.java,skipObject,2318,Fastjson_78
src/main/java/com/alibaba/fastjson/parser/JSONScanner.java,skipObject,2319,Fastjson_78
src/main/java/com/alibaba/fastjson/parser/JSONScanner.java,skipObject,2320,Fastjson_78
src/main/java/com/alibaba/fastjson/parser/JSONScanner.java,skipObject,2321,Fastjson_78
src/main/java/com/alibaba/fastjson/parser/JSONScanner.java,skipObject,2322,Fastjson_78
src/main/java/com/alibaba/fastjson/parser/JSONScanner.java,skipObject,2323,Fastjson_78
src/main/java/com/alibaba/fastjson/parser/JSONScanner.java,skipString,2413,Fastjson_78
src/main/java/com/alibaba/fastjson/parser/JSONScanner.java,skipString,2415,Fastjson_78
src/main/java/com/alibaba/fastjson/parser/JSONScanner.java,skipString,2416,Fastjson_78
src/main/java/com/alibaba/fastjson/parser/JSONScanner.java,skipString,2417,Fastjson_78
src/main/java/com/alibaba/fastjson/parser/JSONScanner.java,skipString,2422,Fastjson_78
src/main/java/com/alibaba/fastjson/parser/JSONScanner.java,skipString,2423,Fastjson_78
src/main/java/com/alibaba/fastjson/parser/JSONScanner.java,skipString,2424,Fastjson_78
src/main/java/com/alibaba/fastjson/parser/JSONScanner.java,skipString,2427,Fastjson_78
src/main/java/com/alibaba/fastjson/parser/JSONScanner.java,seekObjectToField,2518,Fastjson_78
src/main/java/com/alibaba/fastjson/parser/JSONScanner.java,seekObjectToField,2519,Fastjson_78
src/main/java/com/alibaba/fastjson/parser/JSONScanner.java,seekObjectToField,2520,Fastjson_78
src/main/java/com/alibaba/fastjson/parser/JSONScanner.java,seekObjectToField,2521,Fastjson_78
src/main/java/com/alibaba/fastjson/parser/JSONScanner.java,seekObjectToField,2522,Fastjson_78
src/main/java/com/alibaba/fastjson/parser/JSONScanner.java,seekObjectToField,2523,Fastjson_78
src/main/java/com/alibaba/fastjson/parser/JSONScanner.java,seekObjectToField,2524,Fastjson_78
src/main/java/com/alibaba/fastjson/parser/JSONScanner.java,seekObjectToField,2525,Fastjson_78
src/main/java/com/alibaba/fastjson/parser/JSONScanner.java,seekObjectToField,2526,Fastjson_78
src/main/java/com/alibaba/fastjson/parser/JSONScanner.java,seekObjectToField,2527,Fastjson_78
src/main/java/com/alibaba/fastjson/parser/JSONScanner.java,seekObjectToField,2528,Fastjson_78
src/main/java/com/alibaba/fastjson/parser/JSONScanner.java,seekObjectToField,2529,Fastjson_78
src/main/java/com/alibaba/fastjson/parser/JSONScanner.java,seekObjectToField,2530,Fastjson_78
src/main/java/com/alibaba/fastjson/parser/JSONScanner.java,seekObjectToField,2531,Fastjson_78
src/main/java/com/alibaba/fastjson/parser/JSONScanner.java,seekObjectToField,2532,Fastjson_78
src/main/java/com/alibaba/fastjson/parser/JSONScanner.java,seekObjectToField,2533,Fastjson_78
src/main/java/com/alibaba/fastjson/parser/JSONScanner.java,seekObjectToField,2534,Fastjson_78
src/main/java/com/alibaba/fastjson/parser/JSONScanner.java,seekObjectToField,2535,Fastjson_78
src/main/java/com/alibaba/fastjson/parser/JSONScanner.java,seekObjectToField,2536,Fastjson_78
src/main/java/com/alibaba/fastjson/parser/JSONScanner.java,seekObjectToField,2537,Fastjson_78
src/main/java/com/alibaba/fastjson/parser/JSONScanner.java,seekObjectToField,2538,Fastjson_78
src/main/java/com/alibaba/fastjson/parser/JSONScanner.java,seekObjectToField,2539,Fastjson_78
src/main/java/com/alibaba/fastjson/parser/JSONScanner.java,seekObjectToField,2540,Fastjson_78
src/main/java/com/alibaba/fastjson/parser/JSONScanner.java,seekObjectToField,2541,Fastjson_78
src/main/java/com/alibaba/fastjson/parser/JSONScanner.java,seekObjectToField,2542,Fastjson_78
src/main/java/com/alibaba/fastjson/parser/JSONScanner.java,seekObjectToField,2543,Fastjson_78
src/main/java/com/alibaba/fastjson/parser/JSONScanner.java,seekObjectToField,2544,Fastjson_78
src/main/java/com/alibaba/fastjson/parser/JSONScanner.java,seekObjectToField,2545,Fastjson_78
src/main/java/com/alibaba/fastjson/parser/JSONScanner.java,seekObjectToField,2552,Fastjson_78
src/main/java/com/alibaba/fastjson/parser/JSONScanner.java,seekObjectToField,2553,Fastjson_78
src/main/java/com/alibaba/fastjson/parser/JSONScanner.java,seekObjectToField,2554,Fastjson_78
src/main/java/com/alibaba/fastjson/parser/JSONScanner.java,seekObjectToField,2555,Fastjson_78
src/main/java/com/alibaba/fastjson/parser/JSONScanner.java,seekObjectToField,2556,Fastjson_78
src/main/java/com/alibaba/fastjson/parser/JSONScanner.java,seekObjectToField,2557,Fastjson_78
src/main/java/com/alibaba/fastjson/parser/JSONScanner.java,seekObjectToField,2558,Fastjson_78
src/main/java/com/alibaba/fastjson/parser/JSONScanner.java,seekObjectToField,2559,Fastjson_78
src/main/java/com/alibaba/fastjson/parser/JSONScanner.java,seekObjectToField,2560,Fastjson_78
src/main/java/com/alibaba/fastjson/parser/JSONScanner.java,seekObjectToField,2561,Fastjson_78
src/main/java/com/alibaba/fastjson/parser/JSONScanner.java,seekObjectToField,2562,Fastjson_78
src/main/java/com/alibaba/fastjson/parser/JSONScanner.java,seekObjectToField,2563,Fastjson_78
