class,method,line,bug
src/main/java/com/alibaba/fastjson/parser/DefaultJSONParser.java,parseArray,738,Fastjson_34
src/main/java/com/alibaba/fastjson/parser/deserializer/JavaBeanDeserializer.java,createInstance,1395,Fastjson_34
src/main/java/com/alibaba/fastjson/parser/deserializer/JavaBeanDeserializer.java,createInstance,1396,Fastjson_34
src/main/java/com/alibaba/fastjson/parser/deserializer/JavaBeanDeserializer.java,createInstance,1397,Fastjson_34
src/main/java/com/alibaba/fastjson/parser/deserializer/JavaBeanDeserializer.java,createInstance,1398,Fastjson_34
src/main/java/com/alibaba/fastjson/parser/deserializer/JavaBeanDeserializer.java,createInstance,1399,Fastjson_34
src/main/java/com/alibaba/fastjson/parser/deserializer/JavaBeanDeserializer.java,createInstance,1400,Fastjson_34
src/main/java/com/alibaba/fastjson/parser/deserializer/JavaBeanDeserializer.java,createInstance,1401,Fastjson_34
src/main/java/com/alibaba/fastjson/parser/deserializer/JavaBeanDeserializer.java,createInstance,1402,Fastjson_34
src/main/java/com/alibaba/fastjson/parser/deserializer/JavaBeanDeserializer.java,createInstance,1403,Fastjson_34
src/test/java/com/alibaba/fastjson/deserializer/javabean/JavaBeanConvertTest.java,javaBeanDeserializerTest,33,Fastjson_34
src/test/java/com/alibaba/fastjson/deserializer/javabean/JavaBeanConvertTest.java,javaBeanDeserializerTest,34,Fastjson_34
src/test/java/com/alibaba/fastjson/deserializer/javabean/JavaBeanConvertTest.java,javaBeanDeserializerTest,35,Fastjson_34
src/test/java/com/alibaba/fastjson/deserializer/javabean/JavaBeanConvertTest.java,javaBeanDeserializerTest,36,Fastjson_34
src/test/java/com/alibaba/fastjson/deserializer/javabean/JavaBeanConvertTest.java,javaBeanDeserializerTest,39,Fastjson_34
src/test/java/com/alibaba/fastjson/deserializer/javabean/JavaBeanConvertTest.java,javaBeanDeserializerTest,40,Fastjson_34
src/test/java/com/alibaba/fastjson/deserializer/javabean/JavaBeanConvertTest.java,javaBeanDeserializerTest,41,Fastjson_34
src/test/java/com/alibaba/fastjson/deserializer/javabean/JavaBeanConvertTest.java,javaBeanDeserializerTest,42,Fastjson_34
src/test/java/com/alibaba/fastjson/deserializer/javabean/JavaBeanConvertTest.java,javaBeanDeserializerTest,43,Fastjson_34
src/test/java/com/alibaba/fastjson/deserializer/javabean/JavaBeanConvertTest.java,javaBeanDeserializerTest,44,Fastjson_34
