class,method,line,bug
src/main/java/com/fasterxml/jackson/core/sym/ByteQuadsCanonicalizer.java,findName,457,Jackson-core_24
src/main/java/com/fasterxml/jackson/core/sym/ByteQuadsCanonicalizer.java,findName,475,Jackson-core_24
src/main/java/com/fasterxml/jackson/core/sym/ByteQuadsCanonicalizer.java,findName,488,Jackson-core_24
src/main/java/com/fasterxml/jackson/core/sym/ByteQuadsCanonicalizer.java,findName,518,Jackson-core_24
src/main/java/com/fasterxml/jackson/core/sym/ByteQuadsCanonicalizer.java,findName,542,Jackson-core_24
src/main/java/com/fasterxml/jackson/core/sym/ByteQuadsCanonicalizer.java,findName,543,Jackson-core_24
src/main/java/com/fasterxml/jackson/core/sym/ByteQuadsCanonicalizer.java,findName,544,Jackson-core_24
src/main/java/com/fasterxml/jackson/core/sym/ByteQuadsCanonicalizer.java,findName,545,Jackson-core_24
src/main/java/com/fasterxml/jackson/core/sym/ByteQuadsCanonicalizer.java,findName,547,Jackson-core_24
src/main/java/com/fasterxml/jackson/core/sym/ByteQuadsCanonicalizer.java,findName,552,Jackson-core_24
src/main/java/com/fasterxml/jackson/core/sym/ByteQuadsCanonicalizer.java,findName,554,Jackson-core_24
src/main/java/com/fasterxml/jackson/core/sym/ByteQuadsCanonicalizer.java,findName,564,Jackson-core_24
src/main/java/com/fasterxml/jackson/core/sym/ByteQuadsCanonicalizer.java,findName,566,Jackson-core_24
src/main/java/com/fasterxml/jackson/core/sym/ByteQuadsCanonicalizer.java,findName,567,Jackson-core_24
src/main/java/com/fasterxml/jackson/core/sym/ByteQuadsCanonicalizer.java,addName,785,Jackson-core_24
src/main/java/com/fasterxml/jackson/core/sym/ByteQuadsCanonicalizer.java,addName,809,Jackson-core_24
src/main/java/com/fasterxml/jackson/core/sym/ByteQuadsCanonicalizer.java,_verifyRehashAndSharing,839,Jackson-core_24
src/main/java/com/fasterxml/jackson/core/sym/ByteQuadsCanonicalizer.java,_findOffsetForAdd,858,Jackson-core_24
src/main/java/com/fasterxml/jackson/core/sym/ByteQuadsCanonicalizer.java,_findOffsetForAdd,862,Jackson-core_24
src/main/java/com/fasterxml/jackson/core/sym/ByteQuadsCanonicalizer.java,_findOffsetForAdd,864,Jackson-core_24
src/main/java/com/fasterxml/jackson/core/sym/ByteQuadsCanonicalizer.java,_findOffsetForAdd,866,Jackson-core_24
src/main/java/com/fasterxml/jackson/core/sym/ByteQuadsCanonicalizer.java,_findOffsetForAdd,870,Jackson-core_24
src/main/java/com/fasterxml/jackson/core/sym/ByteQuadsCanonicalizer.java,_findOffsetForAdd,874,Jackson-core_24
src/main/java/com/fasterxml/jackson/core/sym/ByteQuadsCanonicalizer.java,_findOffsetForAdd,878,Jackson-core_24
src/main/java/com/fasterxml/jackson/core/sym/ByteQuadsCanonicalizer.java,calcHash,988,Jackson-core_24
src/main/java/com/fasterxml/jackson/core/sym/ByteQuadsCanonicalizer.java,createInitial,1042,Jackson-core_24
src/main/java/com/fasterxml/jackson/core/sym/ByteQuadsCanonicalizer.java,,969,Jackson-core_24
src/main/java/com/fasterxml/jackson/core/sym/ByteQuadsCanonicalizer.java,,1000,Jackson-core_24
src/test/java/com/fasterxml/jackson/core/sym/TestSymbolTables.java,testByteBasedSymbolTable,114,Jackson-core_24
src/test/java/com/fasterxml/jackson/core/sym/TestSymbolTables.java,testByteBasedSymbolTable,115,Jackson-core_24
src/test/java/com/fasterxml/jackson/core/sym/TestSymbolTables.java,testByteBasedSymbolTable,117,Jackson-core_24
src/test/java/com/fasterxml/jackson/core/sym/TestSymbolTables.java,testByteBasedSymbolTable,123,Jackson-core_24
src/test/java/com/fasterxml/jackson/core/sym/TestSymbolTables.java,testByteBasedSymbolTable,124,Jackson-core_24
src/test/java/com/fasterxml/jackson/core/sym/TestSymbolTables.java,testByteBasedSymbolTable,125,Jackson-core_24
src/test/java/com/fasterxml/jackson/core/sym/TestSymbolTables.java,testByteBasedSymbolTable,126,Jackson-core_24
src/test/java/com/fasterxml/jackson/core/sym/TestSymbolTables.java,testByteBasedSymbolTable,127,Jackson-core_24
src/test/java/com/fasterxml/jackson/core/sym/TestSymbolTables.java,testByteBasedSymbolTable,128,Jackson-core_24
src/test/java/com/fasterxml/jackson/core/sym/TestSymbolTables.java,testByteBasedSymbolTable,129,Jackson-core_24
src/test/java/com/fasterxml/jackson/core/sym/TestSymbolTables.java,testByteBasedSymbolTable,130,Jackson-core_24
src/test/java/com/fasterxml/jackson/core/sym/TestSymbolTables.java,_findSymbols,139,Jackson-core_24
src/test/java/com/fasterxml/jackson/core/sym/TestSymbolTables.java,_findSymbols,143,Jackson-core_24
