file,method,line
src/main/java/com/fasterxml/jackson/core/JsonFactory.java,,15
src/main/java/com/fasterxml/jackson/core/JsonFactory.java,,192
src/main/java/com/fasterxml/jackson/core/json/ByteSourceJsonBootstrapper.java,constructParser,212
src/main/java/com/fasterxml/jackson/core/json/ByteSourceJsonBootstrapper.java,constructParser,222
src/main/java/com/fasterxml/jackson/core/json/ByteSourceJsonBootstrapper.java,,9
src/main/java/com/fasterxml/jackson/core/json/ByteSourceJsonBootstrapper.java,,212
src/main/java/com/fasterxml/jackson/core/json/ByteSourceJsonBootstrapper.java,,222
src/main/java/com/fasterxml/jackson/core/json/UTF8StreamJsonParser.java,UTF8StreamJsonParser,111
src/main/java/com/fasterxml/jackson/core/json/UTF8StreamJsonParser.java,nextToken,694
src/main/java/com/fasterxml/jackson/core/json/UTF8StreamJsonParser.java,nextToken,695
src/main/java/com/fasterxml/jackson/core/json/UTF8StreamJsonParser.java,nextFieldName,961
src/main/java/com/fasterxml/jackson/core/json/UTF8StreamJsonParser.java,_isNextTokenNameMaybe,1116
src/main/java/com/fasterxml/jackson/core/json/UTF8StreamJsonParser.java,_isNextTokenNameMaybe,1117
src/main/java/com/fasterxml/jackson/core/json/UTF8StreamJsonParser.java,_isNextTokenNameMaybe,1118
src/main/java/com/fasterxml/jackson/core/json/UTF8StreamJsonParser.java,_isNextTokenNameMaybe,1119
src/main/java/com/fasterxml/jackson/core/json/UTF8StreamJsonParser.java,_parseName,1603
src/main/java/com/fasterxml/jackson/core/json/UTF8StreamJsonParser.java,_parseName,1660
src/main/java/com/fasterxml/jackson/core/json/UTF8StreamJsonParser.java,parseMediumName,1665
src/main/java/com/fasterxml/jackson/core/json/UTF8StreamJsonParser.java,parseMediumName2,1708
src/main/java/com/fasterxml/jackson/core/json/UTF8StreamJsonParser.java,parseLongName,1748
src/main/java/com/fasterxml/jackson/core/json/UTF8StreamJsonParser.java,slowParseName,1815
src/main/java/com/fasterxml/jackson/core/json/UTF8StreamJsonParser.java,slowParseName,1824
src/main/java/com/fasterxml/jackson/core/json/UTF8StreamJsonParser.java,parseName,1829
src/main/java/com/fasterxml/jackson/core/json/UTF8StreamJsonParser.java,parseName,1833
src/main/java/com/fasterxml/jackson/core/json/UTF8StreamJsonParser.java,parseName,1838
src/main/java/com/fasterxml/jackson/core/json/UTF8StreamJsonParser.java,parseEscapedName,1851
src/main/java/com/fasterxml/jackson/core/json/UTF8StreamJsonParser.java,parseEscapedName,1937
src/main/java/com/fasterxml/jackson/core/json/UTF8StreamJsonParser.java,_handleOddName,1950
src/main/java/com/fasterxml/jackson/core/json/UTF8StreamJsonParser.java,_handleOddName,2011
src/main/java/com/fasterxml/jackson/core/json/UTF8StreamJsonParser.java,_parseAposName,2023
src/main/java/com/fasterxml/jackson/core/json/UTF8StreamJsonParser.java,_parseAposName,2032
src/main/java/com/fasterxml/jackson/core/json/UTF8StreamJsonParser.java,_parseAposName,2121
src/main/java/com/fasterxml/jackson/core/json/UTF8StreamJsonParser.java,findName,2134
src/main/java/com/fasterxml/jackson/core/json/UTF8StreamJsonParser.java,findName,2138
src/main/java/com/fasterxml/jackson/core/json/UTF8StreamJsonParser.java,findName,2147
src/main/java/com/fasterxml/jackson/core/json/UTF8StreamJsonParser.java,findName,2151
src/main/java/com/fasterxml/jackson/core/json/UTF8StreamJsonParser.java,findName,2161
src/main/java/com/fasterxml/jackson/core/json/UTF8StreamJsonParser.java,findName,2164
src/main/java/com/fasterxml/jackson/core/json/UTF8StreamJsonParser.java,findName,2175
src/main/java/com/fasterxml/jackson/core/json/UTF8StreamJsonParser.java,findName,2181
src/main/java/com/fasterxml/jackson/core/json/UTF8StreamJsonParser.java,addName,2194
src/main/java/com/fasterxml/jackson/core/json/UTF8StreamJsonParser.java,,10
src/main/java/com/fasterxml/jackson/core/json/UTF8StreamJsonParser.java,,49
src/main/java/com/fasterxml/jackson/core/json/UTF8StreamJsonParser.java,,111
src/main/java/com/fasterxml/jackson/core/json/UTF8StreamJsonParser.java,,694
src/main/java/com/fasterxml/jackson/core/json/UTF8StreamJsonParser.java,,695
src/main/java/com/fasterxml/jackson/core/json/UTF8StreamJsonParser.java,,961
src/main/java/com/fasterxml/jackson/core/json/UTF8StreamJsonParser.java,,1116
src/main/java/com/fasterxml/jackson/core/json/UTF8StreamJsonParser.java,,1117
src/main/java/com/fasterxml/jackson/core/json/UTF8StreamJsonParser.java,,1118
src/main/java/com/fasterxml/jackson/core/json/UTF8StreamJsonParser.java,,1119
src/main/java/com/fasterxml/jackson/core/json/UTF8StreamJsonParser.java,,1603
src/main/java/com/fasterxml/jackson/core/json/UTF8StreamJsonParser.java,,1660
src/main/java/com/fasterxml/jackson/core/json/UTF8StreamJsonParser.java,,1665
src/main/java/com/fasterxml/jackson/core/json/UTF8StreamJsonParser.java,,1708
src/main/java/com/fasterxml/jackson/core/json/UTF8StreamJsonParser.java,,1748
src/main/java/com/fasterxml/jackson/core/json/UTF8StreamJsonParser.java,,1815
src/main/java/com/fasterxml/jackson/core/json/UTF8StreamJsonParser.java,,1824
src/main/java/com/fasterxml/jackson/core/json/UTF8StreamJsonParser.java,,1829
src/main/java/com/fasterxml/jackson/core/json/UTF8StreamJsonParser.java,,1833
src/main/java/com/fasterxml/jackson/core/json/UTF8StreamJsonParser.java,,1838
src/main/java/com/fasterxml/jackson/core/json/UTF8StreamJsonParser.java,,1851
src/main/java/com/fasterxml/jackson/core/json/UTF8StreamJsonParser.java,,1937
src/main/java/com/fasterxml/jackson/core/json/UTF8StreamJsonParser.java,,1950
src/main/java/com/fasterxml/jackson/core/json/UTF8StreamJsonParser.java,,2011
src/main/java/com/fasterxml/jackson/core/json/UTF8StreamJsonParser.java,,2023
src/main/java/com/fasterxml/jackson/core/json/UTF8StreamJsonParser.java,,2032
src/main/java/com/fasterxml/jackson/core/json/UTF8StreamJsonParser.java,,2121
src/main/java/com/fasterxml/jackson/core/json/UTF8StreamJsonParser.java,,2134
src/main/java/com/fasterxml/jackson/core/json/UTF8StreamJsonParser.java,,2138
src/main/java/com/fasterxml/jackson/core/json/UTF8StreamJsonParser.java,,2147
src/main/java/com/fasterxml/jackson/core/json/UTF8StreamJsonParser.java,,2151
src/main/java/com/fasterxml/jackson/core/json/UTF8StreamJsonParser.java,,2161
src/main/java/com/fasterxml/jackson/core/json/UTF8StreamJsonParser.java,,2164
src/main/java/com/fasterxml/jackson/core/json/UTF8StreamJsonParser.java,,2175
src/main/java/com/fasterxml/jackson/core/json/UTF8StreamJsonParser.java,,2181
src/main/java/com/fasterxml/jackson/core/json/UTF8StreamJsonParser.java,,2194
src/main/java/com/fasterxml/jackson/core/sym/ByteQuadsCanonicalizer.java,ByteQuadsCanonicalizer,261
src/main/java/com/fasterxml/jackson/core/sym/ByteQuadsCanonicalizer.java,primaryCount,385
src/main/java/com/fasterxml/jackson/core/sym/ByteQuadsCanonicalizer.java,primaryCount,386
src/main/java/com/fasterxml/jackson/core/sym/ByteQuadsCanonicalizer.java,primaryCount,387
src/main/java/com/fasterxml/jackson/core/sym/ByteQuadsCanonicalizer.java,primaryCount,388
src/main/java/com/fasterxml/jackson/core/sym/ByteQuadsCanonicalizer.java,primaryCount,389
src/main/java/com/fasterxml/jackson/core/sym/ByteQuadsCanonicalizer.java,primaryCount,390
src/main/java/com/fasterxml/jackson/core/sym/ByteQuadsCanonicalizer.java,primaryCount,391
src/main/java/com/fasterxml/jackson/core/sym/ByteQuadsCanonicalizer.java,primaryCount,392
src/main/java/com/fasterxml/jackson/core/sym/ByteQuadsCanonicalizer.java,primaryCount,393
src/main/java/com/fasterxml/jackson/core/sym/ByteQuadsCanonicalizer.java,primaryCount,394
src/main/java/com/fasterxml/jackson/core/sym/ByteQuadsCanonicalizer.java,secondaryCount,400
src/main/java/com/fasterxml/jackson/core/sym/ByteQuadsCanonicalizer.java,secondaryCount,401
src/main/java/com/fasterxml/jackson/core/sym/ByteQuadsCanonicalizer.java,secondaryCount,402
src/main/java/com/fasterxml/jackson/core/sym/ByteQuadsCanonicalizer.java,secondaryCount,403
src/main/java/com/fasterxml/jackson/core/sym/ByteQuadsCanonicalizer.java,secondaryCount,404
src/main/java/com/fasterxml/jackson/core/sym/ByteQuadsCanonicalizer.java,secondaryCount,405
src/main/java/com/fasterxml/jackson/core/sym/ByteQuadsCanonicalizer.java,secondaryCount,406
src/main/java/com/fasterxml/jackson/core/sym/ByteQuadsCanonicalizer.java,secondaryCount,407
src/main/java/com/fasterxml/jackson/core/sym/ByteQuadsCanonicalizer.java,secondaryCount,408
src/main/java/com/fasterxml/jackson/core/sym/ByteQuadsCanonicalizer.java,secondaryCount,409
src/main/java/com/fasterxml/jackson/core/sym/ByteQuadsCanonicalizer.java,tertiaryCount,415
src/main/java/com/fasterxml/jackson/core/sym/ByteQuadsCanonicalizer.java,tertiaryCount,416
src/main/java/com/fasterxml/jackson/core/sym/ByteQuadsCanonicalizer.java,tertiaryCount,417
src/main/java/com/fasterxml/jackson/core/sym/ByteQuadsCanonicalizer.java,tertiaryCount,418
src/main/java/com/fasterxml/jackson/core/sym/ByteQuadsCanonicalizer.java,tertiaryCount,419
src/main/java/com/fasterxml/jackson/core/sym/ByteQuadsCanonicalizer.java,tertiaryCount,420
src/main/java/com/fasterxml/jackson/core/sym/ByteQuadsCanonicalizer.java,tertiaryCount,421
src/main/java/com/fasterxml/jackson/core/sym/ByteQuadsCanonicalizer.java,tertiaryCount,422
src/main/java/com/fasterxml/jackson/core/sym/ByteQuadsCanonicalizer.java,tertiaryCount,423
src/main/java/com/fasterxml/jackson/core/sym/ByteQuadsCanonicalizer.java,tertiaryCount,424
src/main/java/com/fasterxml/jackson/core/sym/ByteQuadsCanonicalizer.java,spillOverCount,430
src/main/java/com/fasterxml/jackson/core/sym/ByteQuadsCanonicalizer.java,spillOverCount,431
src/main/java/com/fasterxml/jackson/core/sym/ByteQuadsCanonicalizer.java,spillOverCount,432
src/main/java/com/fasterxml/jackson/core/sym/ByteQuadsCanonicalizer.java,findName,449
src/main/java/com/fasterxml/jackson/core/sym/ByteQuadsCanonicalizer.java,findName,451
src/main/java/com/fasterxml/jackson/core/sym/ByteQuadsCanonicalizer.java,findName,457
src/main/java/com/fasterxml/jackson/core/sym/ByteQuadsCanonicalizer.java,findName,463
src/main/java/com/fasterxml/jackson/core/sym/ByteQuadsCanonicalizer.java,findName,490
src/main/java/com/fasterxml/jackson/core/sym/ByteQuadsCanonicalizer.java,findName,520
src/main/java/com/fasterxml/jackson/core/sym/ByteQuadsCanonicalizer.java,findName,564
