class,method,line,bug
src/main/java/com/alibaba/fastjson/util/TypeUtils.java,getCollectionItemType,2173,Fastjson_69
src/main/java/com/alibaba/fastjson/util/TypeUtils.java,getCollectionItemType,2174,Fastjson_69
src/main/java/com/alibaba/fastjson/util/TypeUtils.java,getCollectionItemType,2175,Fastjson_69
src/main/java/com/alibaba/fastjson/util/TypeUtils.java,getCollectionItemType,2176,Fastjson_69
src/main/java/com/alibaba/fastjson/util/TypeUtils.java,getCollectionItemType,2177,Fastjson_69
src/main/java/com/alibaba/fastjson/util/TypeUtils.java,getCollectionItemType,2178,Fastjson_69
src/main/java/com/alibaba/fastjson/util/TypeUtils.java,getCollectionItemType,2179,Fastjson_69
src/main/java/com/alibaba/fastjson/util/TypeUtils.java,getCollectionItemType,2180,Fastjson_69
src/main/java/com/alibaba/fastjson/util/TypeUtils.java,getCollectionItemType,2181,Fastjson_69
src/main/java/com/alibaba/fastjson/util/TypeUtils.java,getCollectionItemType,2183,Fastjson_69
src/main/java/com/alibaba/fastjson/util/TypeUtils.java,getCollectionItemType,2184,Fastjson_69
src/main/java/com/alibaba/fastjson/util/TypeUtils.java,getCollectionItemType,2185,Fastjson_69
src/main/java/com/alibaba/fastjson/util/TypeUtils.java,getCollectionItemType,2186,Fastjson_69
src/main/java/com/alibaba/fastjson/util/TypeUtils.java,getCollectionItemType,2187,Fastjson_69
src/main/java/com/alibaba/fastjson/util/TypeUtils.java,getCollectionItemType,2189,Fastjson_69
src/main/java/com/alibaba/fastjson/util/TypeUtils.java,getCollectionItemType,2190,Fastjson_69
src/main/java/com/alibaba/fastjson/util/TypeUtils.java,getCollectionItemType,2191,Fastjson_69
src/main/java/com/alibaba/fastjson/util/TypeUtils.java,getCollectionItemType,2192,Fastjson_69
src/main/java/com/alibaba/fastjson/util/TypeUtils.java,getCollectionItemType,2193,Fastjson_69
src/main/java/com/alibaba/fastjson/util/TypeUtils.java,getCollectionItemType,2194,Fastjson_69
src/main/java/com/alibaba/fastjson/util/TypeUtils.java,getCollectionItemType,2195,Fastjson_69
src/main/java/com/alibaba/fastjson/util/TypeUtils.java,getCollectionItemType,2196,Fastjson_69
src/main/java/com/alibaba/fastjson/util/TypeUtils.java,getCollectionItemType,2197,Fastjson_69
src/main/java/com/alibaba/fastjson/util/TypeUtils.java,getCollectionItemType,2198,Fastjson_69
src/main/java/com/alibaba/fastjson/util/TypeUtils.java,getCollectionItemType,2199,Fastjson_69
src/main/java/com/alibaba/fastjson/util/TypeUtils.java,getCollectionItemType,2200,Fastjson_69
src/main/java/com/alibaba/fastjson/util/TypeUtils.java,getCollectionItemType,2201,Fastjson_69
src/main/java/com/alibaba/fastjson/util/TypeUtils.java,getCollectionItemType,2202,Fastjson_69
src/main/java/com/alibaba/fastjson/util/TypeUtils.java,getCollectionItemType,2203,Fastjson_69
src/main/java/com/alibaba/fastjson/util/TypeUtils.java,getCollectionItemType,2204,Fastjson_69
src/main/java/com/alibaba/fastjson/util/TypeUtils.java,getCollectionItemType,2205,Fastjson_69
src/main/java/com/alibaba/fastjson/util/TypeUtils.java,getCollectionItemType,2206,Fastjson_69
src/main/java/com/alibaba/fastjson/util/TypeUtils.java,getCollectionSuperType,2208,Fastjson_69
src/main/java/com/alibaba/fastjson/util/TypeUtils.java,getCollectionSuperType,2209,Fastjson_69
src/main/java/com/alibaba/fastjson/util/TypeUtils.java,getCollectionSuperType,2210,Fastjson_69
src/main/java/com/alibaba/fastjson/util/TypeUtils.java,getCollectionSuperType,2211,Fastjson_69
src/main/java/com/alibaba/fastjson/util/TypeUtils.java,getCollectionSuperType,2212,Fastjson_69
src/main/java/com/alibaba/fastjson/util/TypeUtils.java,getCollectionSuperType,2213,Fastjson_69
src/main/java/com/alibaba/fastjson/util/TypeUtils.java,getCollectionSuperType,2214,Fastjson_69
src/main/java/com/alibaba/fastjson/util/TypeUtils.java,getCollectionSuperType,2215,Fastjson_69
src/main/java/com/alibaba/fastjson/util/TypeUtils.java,getCollectionSuperType,2216,Fastjson_69
src/main/java/com/alibaba/fastjson/util/TypeUtils.java,getCollectionSuperType,2217,Fastjson_69
src/main/java/com/alibaba/fastjson/util/TypeUtils.java,getCollectionSuperType,2218,Fastjson_69
src/main/java/com/alibaba/fastjson/util/TypeUtils.java,getCollectionSuperType,2219,Fastjson_69
src/main/java/com/alibaba/fastjson/util/TypeUtils.java,getCollectionSuperType,2220,Fastjson_69
src/main/java/com/alibaba/fastjson/util/TypeUtils.java,createTypeParameterMap,2222,Fastjson_69
src/main/java/com/alibaba/fastjson/util/TypeUtils.java,createTypeParameterMap,2223,Fastjson_69
src/main/java/com/alibaba/fastjson/util/TypeUtils.java,createTypeParameterMap,2224,Fastjson_69
src/main/java/com/alibaba/fastjson/util/TypeUtils.java,createTypeParameterMap,2225,Fastjson_69
src/main/java/com/alibaba/fastjson/util/TypeUtils.java,createTypeParameterMap,2226,Fastjson_69
src/main/java/com/alibaba/fastjson/util/TypeUtils.java,createTypeParameterMap,2227,Fastjson_69
src/main/java/com/alibaba/fastjson/util/TypeUtils.java,createTypeParameterMap,2228,Fastjson_69
src/main/java/com/alibaba/fastjson/util/TypeUtils.java,createTypeParameterMap,2229,Fastjson_69
src/main/java/com/alibaba/fastjson/util/TypeUtils.java,makeParameterizedType,2231,Fastjson_69
src/main/java/com/alibaba/fastjson/util/TypeUtils.java,makeParameterizedType,2232,Fastjson_69
src/main/java/com/alibaba/fastjson/util/TypeUtils.java,makeParameterizedType,2233,Fastjson_69
src/main/java/com/alibaba/fastjson/util/TypeUtils.java,makeParameterizedType,2234,Fastjson_69
src/main/java/com/alibaba/fastjson/util/TypeUtils.java,makeParameterizedType,2235,Fastjson_69
src/main/java/com/alibaba/fastjson/util/TypeUtils.java,makeParameterizedType,2236,Fastjson_69
src/main/java/com/alibaba/fastjson/util/TypeUtils.java,makeParameterizedType,2237,Fastjson_69
src/main/java/com/alibaba/fastjson/util/TypeUtils.java,makeParameterizedType,2238,Fastjson_69
src/main/java/com/alibaba/fastjson/util/TypeUtils.java,makeParameterizedType,2241,Fastjson_69
src/main/java/com/alibaba/fastjson/util/TypeUtils.java,makeParameterizedType,2242,Fastjson_69
src/main/java/com/alibaba/fastjson/util/TypeUtils.java,getWildcardTypeUpperBounds,2244,Fastjson_69
src/main/java/com/alibaba/fastjson/util/TypeUtils.java,getWildcardTypeUpperBounds,2245,Fastjson_69
src/main/java/com/alibaba/fastjson/util/TypeUtils.java,getWildcardTypeUpperBounds,2246,Fastjson_69
src/main/java/com/alibaba/fastjson/util/TypeUtils.java,getWildcardTypeUpperBounds,2247,Fastjson_69
src/main/java/com/alibaba/fastjson/util/TypeUtils.java,getWildcardTypeUpperBounds,2248,Fastjson_69
src/main/java/com/alibaba/fastjson/util/TypeUtils.java,getWildcardTypeUpperBounds,2250,Fastjson_69
src/main/java/com/alibaba/fastjson/util/TypeUtils.java,,2182,Fastjson_69
src/main/java/com/alibaba/fastjson/util/TypeUtils.java,,2188,Fastjson_69
src/main/java/com/alibaba/fastjson/util/TypeUtils.java,,2207,Fastjson_69
src/main/java/com/alibaba/fastjson/util/TypeUtils.java,,2221,Fastjson_69
src/main/java/com/alibaba/fastjson/util/TypeUtils.java,,2230,Fastjson_69
src/main/java/com/alibaba/fastjson/util/TypeUtils.java,,2243,Fastjson_69
