file,method,line
src/java/org/apache/commons/math/fraction/Fraction.java,,18
src/java/org/apache/commons/math/fraction/Fraction.java,,122
src/java/org/apache/commons/math/fraction/Fraction.java,Fraction,126
src/java/org/apache/commons/math/fraction/Fraction.java,Fraction,127
src/java/org/apache/commons/math/fraction/Fraction.java,Fraction,128
src/java/org/apache/commons/math/fraction/Fraction.java,Fraction,129
src/java/org/apache/commons/math/fraction/Fraction.java,Fraction,130
src/java/org/apache/commons/math/fraction/Fraction.java,Fraction,131
src/java/org/apache/commons/math/fraction/Fraction.java,Fraction,132
src/java/org/apache/commons/math/fraction/Fraction.java,Fraction,133
src/java/org/apache/commons/math/fraction/Fraction.java,Fraction,134
src/java/org/apache/commons/math/fraction/Fraction.java,Fraction,135
src/java/org/apache/commons/math/fraction/Fraction.java,Fraction,136
src/java/org/apache/commons/math/fraction/Fraction.java,negate,277
src/java/org/apache/commons/math/fraction/Fraction.java,negate,278
src/java/org/apache/commons/math/fraction/Fraction.java,negate,279
src/java/org/apache/commons/math/fraction/Fraction.java,,292
src/java/org/apache/commons/math/fraction/Fraction.java,,293
src/java/org/apache/commons/math/fraction/Fraction.java,,294
src/java/org/apache/commons/math/fraction/Fraction.java,,295
src/java/org/apache/commons/math/fraction/Fraction.java,,296
src/java/org/apache/commons/math/fraction/Fraction.java,,297
src/java/org/apache/commons/math/fraction/Fraction.java,,298
src/java/org/apache/commons/math/fraction/Fraction.java,,299
src/java/org/apache/commons/math/fraction/Fraction.java,,300
src/java/org/apache/commons/math/fraction/Fraction.java,add,301
src/java/org/apache/commons/math/fraction/Fraction.java,add,302
src/java/org/apache/commons/math/fraction/Fraction.java,add,303
src/java/org/apache/commons/math/fraction/Fraction.java,,304
src/java/org/apache/commons/math/fraction/Fraction.java,,305
src/java/org/apache/commons/math/fraction/Fraction.java,,306
src/java/org/apache/commons/math/fraction/Fraction.java,,307
src/java/org/apache/commons/math/fraction/Fraction.java,,308
src/java/org/apache/commons/math/fraction/Fraction.java,,309
src/java/org/apache/commons/math/fraction/Fraction.java,,310
src/java/org/apache/commons/math/fraction/Fraction.java,,311
src/java/org/apache/commons/math/fraction/Fraction.java,,312
src/java/org/apache/commons/math/fraction/Fraction.java,,313
src/java/org/apache/commons/math/fraction/Fraction.java,,314
src/java/org/apache/commons/math/fraction/Fraction.java,subtract,315
src/java/org/apache/commons/math/fraction/Fraction.java,subtract,316
src/java/org/apache/commons/math/fraction/Fraction.java,subtract,317
src/java/org/apache/commons/math/fraction/Fraction.java,,318
