file,method,line
ChangeLog,,1
ChangeLog,,2
ChangeLog,,3
ChangeLog,,4
ChangeLog,,5
ChangeLog,,6
ChangeLog,,7
ChangeLog,,8
ChangeLog,,9
ChangeLog,,10
source/org/jfree/chart/block/ColorBlock.java,,5
source/org/jfree/chart/block/ColorBlock.java,,30
source/org/jfree/chart/block/ColorBlock.java,,42
source/org/jfree/chart/block/ColorBlock.java,,43
source/org/jfree/chart/block/ColorBlock.java,,44
source/org/jfree/chart/block/ColorBlock.java,,58
source/org/jfree/chart/block/ColorBlock.java,,65
source/org/jfree/chart/block/ColorBlock.java,,66
source/org/jfree/chart/block/ColorBlock.java,,67
source/org/jfree/chart/block/ColorBlock.java,,98
source/org/jfree/chart/block/ColorBlock.java,,99
source/org/jfree/chart/block/ColorBlock.java,,100
source/org/jfree/chart/block/ColorBlock.java,,101
source/org/jfree/chart/block/ColorBlock.java,,102
source/org/jfree/chart/block/ColorBlock.java,,103
source/org/jfree/chart/block/ColorBlock.java,,104
source/org/jfree/chart/block/ColorBlock.java,,105
source/org/jfree/chart/block/ColorBlock.java,,106
source/org/jfree/chart/block/ColorBlock.java,arrange,107
source/org/jfree/chart/block/ColorBlock.java,arrange,108
source/org/jfree/chart/block/ColorBlock.java,arrange,109
source/org/jfree/chart/block/ColorBlock.java,arrange,110
source/org/jfree/chart/block/ColorBlock.java,,111
source/org/jfree/chart/block/ColorBlock.java,draw,119
source/org/jfree/chart/block/ColorBlock.java,draw,120
source/org/jfree/chart/block/ColorBlock.java,draw,121
source/org/jfree/chart/block/ColorBlock.java,draw,122
source/org/jfree/chart/block/ColorBlock.java,draw,124
source/org/jfree/chart/block/EmptyBlock.java,,5
source/org/jfree/chart/block/EmptyBlock.java,,30
source/org/jfree/chart/block/EmptyBlock.java,,41
source/org/jfree/chart/block/EmptyBlock.java,,52
source/org/jfree/chart/block/EmptyBlock.java,,76
source/org/jfree/chart/block/EmptyBlock.java,,77
source/org/jfree/chart/block/EmptyBlock.java,,78
source/org/jfree/chart/block/EmptyBlock.java,,79
source/org/jfree/chart/block/EmptyBlock.java,,80
source/org/jfree/chart/block/EmptyBlock.java,,81
source/org/jfree/chart/block/EmptyBlock.java,,82
source/org/jfree/chart/block/EmptyBlock.java,,83
source/org/jfree/chart/block/EmptyBlock.java,arrange,84
source/org/jfree/chart/block/EmptyBlock.java,arrange,85
source/org/jfree/chart/block/EmptyBlock.java,arrange,86
source/org/jfree/chart/block/EmptyBlock.java,arrange,87
source/org/jfree/chart/block/EmptyBlock.java,,88
source/org/jfree/chart/block/EmptyBlock.java,,89
source/org/jfree/chart/block/EmptyBlock.java,,90
source/org/jfree/chart/block/EmptyBlock.java,,91
source/org/jfree/chart/block/EmptyBlock.java,draw,97
source/org/jfree/chart/block/EmptyBlock.java,,102
source/org/jfree/chart/block/EmptyBlock.java,draw,111
source/org/jfree/chart/block/EmptyBlock.java,draw,112
