bug,class,method,line
89,org.apache.commons.math.stat.Frequency,<init>,57
89,org.apache.commons.math.stat.Frequency,<init>,58
89,org.apache.commons.math.stat.Frequency,<init>,59
89,org.apache.commons.math.stat.Frequency,addValue,174
89,org.apache.commons.math.stat.Frequency,addValue,175
89,org.apache.commons.math.stat.Frequency,addValue,147
89,org.apache.commons.math.stat.Frequency,addValue,124
89,org.apache.commons.math.stat.Frequency,addValue,125
89,org.apache.commons.math.stat.Frequency,addValue,129
89,org.apache.commons.math.stat.Frequency,addValue,130
89,org.apache.commons.math.stat.Frequency,addValue,131
89,org.apache.commons.math.stat.Frequency,addValue,135
89,org.apache.commons.math.stat.Frequency,addValue,137
89,org.apache.commons.math.stat.Frequency,addValue,138
89,org.apache.commons.math.stat.Frequency,addValue,139
89,org.apache.commons.math.stat.Frequency,getCount,219
89,org.apache.commons.math.stat.Frequency,getCount,222
89,org.apache.commons.math.stat.Frequency,getCount,224
89,org.apache.commons.math.stat.Frequency,getCount,225
89,org.apache.commons.math.stat.Frequency,getCount,226
89,org.apache.commons.math.stat.Frequency,getCount,228
89,org.apache.commons.math.stat.Frequency,getCount,230
89,org.apache.commons.math.stat.Frequency,getCount,231
89,org.apache.commons.math.stat.Frequency,getCumFreq,327
89,org.apache.commons.math.stat.Frequency,getCumFreq,330
89,org.apache.commons.math.stat.Frequency,getCumFreq,333
89,org.apache.commons.math.stat.Frequency,getCumFreq,334
89,org.apache.commons.math.stat.Frequency,getCumFreq,335
89,org.apache.commons.math.stat.Frequency,getCumFreq,337
89,org.apache.commons.math.stat.Frequency,getCumFreq,340
89,org.apache.commons.math.stat.Frequency,getCumFreq,341
89,org.apache.commons.math.stat.Frequency,getCumFreq,342
89,org.apache.commons.math.stat.Frequency,getCumFreq,344
89,org.apache.commons.math.stat.Frequency,getCumFreq,345
89,org.apache.commons.math.stat.Frequency,getCumFreq,346
89,org.apache.commons.math.stat.Frequency,getCumFreq,348
89,org.apache.commons.math.stat.Frequency,getCumFreq,352
89,org.apache.commons.math.stat.Frequency,getCumFreq,353
89,org.apache.commons.math.stat.Frequency,getCumPct,461
89,org.apache.commons.math.stat.Frequency,getCumPct,418
89,org.apache.commons.math.stat.Frequency,getCumPct,419
89,org.apache.commons.math.stat.Frequency,getCumPct,422
89,org.apache.commons.math.stat.Frequency,getPct,313
89,org.apache.commons.math.stat.Frequency,getPct,276
89,org.apache.commons.math.stat.Frequency,getPct,277
89,org.apache.commons.math.stat.Frequency,getPct,280
89,org.apache.commons.math.stat.Frequency,getSumFreq,203
89,org.apache.commons.math.stat.Frequency,getSumFreq,204
89,org.apache.commons.math.stat.Frequency,getSumFreq,205
89,org.apache.commons.math.stat.Frequency,getSumFreq,206
89,org.apache.commons.math.stat.Frequency,getSumFreq,208
89,org.apache.commons.math.stat.Frequency$NaturalComparator,<init>,468
89,org.apache.commons.math.stat.Frequency$NaturalComparator,compare,487
