class,method,line,bug
src/main/java/com/fasterxml/jackson/core/json/async/NonBlockingJsonParser.java,NonBlockingJsonParser,70,Jackson-core_16
src/main/java/com/fasterxml/jackson/core/json/async/NonBlockingJsonParser.java,NonBlockingJsonParser,71,Jackson-core_16
src/main/java/com/fasterxml/jackson/core/json/async/NonBlockingJsonParser.java,NonBlockingJsonParser,72,Jackson-core_16
src/main/java/com/fasterxml/jackson/core/json/async/NonBlockingJsonParser.java,NonBlockingJsonParser,73,Jackson-core_16
src/main/java/com/fasterxml/jackson/core/json/async/NonBlockingJsonParser.java,NonBlockingJsonParser,74,Jackson-core_16
src/main/java/com/fasterxml/jackson/core/json/async/NonBlockingJsonParser.java,getNonBlockingInputFeeder,83,Jackson-core_16
src/main/java/com/fasterxml/jackson/core/json/async/NonBlockingJsonParser.java,getNonBlockingInputFeeder,84,Jackson-core_16
src/main/java/com/fasterxml/jackson/core/json/async/NonBlockingJsonParser.java,getNonBlockingInputFeeder,85,Jackson-core_16
src/main/java/com/fasterxml/jackson/core/json/async/NonBlockingJsonParser.java,needMoreInput,88,Jackson-core_16
src/main/java/com/fasterxml/jackson/core/json/async/NonBlockingJsonParser.java,needMoreInput,89,Jackson-core_16
src/main/java/com/fasterxml/jackson/core/json/async/NonBlockingJsonParser.java,needMoreInput,90,Jackson-core_16
src/main/java/com/fasterxml/jackson/core/json/async/NonBlockingJsonParser.java,feedInput,93,Jackson-core_16
src/main/java/com/fasterxml/jackson/core/json/async/NonBlockingJsonParser.java,feedInput,94,Jackson-core_16
src/main/java/com/fasterxml/jackson/core/json/async/NonBlockingJsonParser.java,feedInput,95,Jackson-core_16
src/main/java/com/fasterxml/jackson/core/json/async/NonBlockingJsonParser.java,feedInput,96,Jackson-core_16
src/main/java/com/fasterxml/jackson/core/json/async/NonBlockingJsonParser.java,feedInput,97,Jackson-core_16
src/main/java/com/fasterxml/jackson/core/json/async/NonBlockingJsonParser.java,feedInput,98,Jackson-core_16
src/main/java/com/fasterxml/jackson/core/json/async/NonBlockingJsonParser.java,feedInput,99,Jackson-core_16
src/main/java/com/fasterxml/jackson/core/json/async/NonBlockingJsonParser.java,feedInput,100,Jackson-core_16
src/main/java/com/fasterxml/jackson/core/json/async/NonBlockingJsonParser.java,feedInput,101,Jackson-core_16
src/main/java/com/fasterxml/jackson/core/json/async/NonBlockingJsonParser.java,feedInput,102,Jackson-core_16
src/main/java/com/fasterxml/jackson/core/json/async/NonBlockingJsonParser.java,feedInput,103,Jackson-core_16
src/main/java/com/fasterxml/jackson/core/json/async/NonBlockingJsonParser.java,_startPositiveNumber,835,Jackson-core_16
src/main/java/com/fasterxml/jackson/core/json/async/NonBlockingJsonParser.java,_startPositiveNumber,836,Jackson-core_16
src/main/java/com/fasterxml/jackson/core/json/async/NonBlockingJsonParser.java,_startPositiveNumber,840,Jackson-core_16
src/main/java/com/fasterxml/jackson/core/json/async/NonBlockingJsonParser.java,_startPositiveNumber,846,Jackson-core_16
src/main/java/com/fasterxml/jackson/core/json/async/NonBlockingJsonParser.java,_finishNumberLeadingNegZeroes,1107,Jackson-core_16
src/main/java/com/fasterxml/jackson/core/json/async/NonBlockingJsonParser.java,,1,Jackson-core_16
src/main/java/com/fasterxml/jackson/core/json/async/NonBlockingJsonParser.java,,2,Jackson-core_16
src/main/java/com/fasterxml/jackson/core/json/async/NonBlockingJsonParser.java,,3,Jackson-core_16
src/main/java/com/fasterxml/jackson/core/json/async/NonBlockingJsonParser.java,,4,Jackson-core_16
src/main/java/com/fasterxml/jackson/core/json/async/NonBlockingJsonParser.java,,5,Jackson-core_16
src/main/java/com/fasterxml/jackson/core/json/async/NonBlockingJsonParser.java,,6,Jackson-core_16
src/main/java/com/fasterxml/jackson/core/json/async/NonBlockingJsonParser.java,,7,Jackson-core_16
src/main/java/com/fasterxml/jackson/core/json/async/NonBlockingJsonParser.java,,8,Jackson-core_16
src/main/java/com/fasterxml/jackson/core/json/async/NonBlockingJsonParser.java,,9,Jackson-core_16
src/main/java/com/fasterxml/jackson/core/json/async/NonBlockingJsonParser.java,,10,Jackson-core_16
src/main/java/com/fasterxml/jackson/core/json/async/NonBlockingJsonParser.java,,11,Jackson-core_16
src/main/java/com/fasterxml/jackson/core/json/async/NonBlockingJsonParser.java,,12,Jackson-core_16
src/main/java/com/fasterxml/jackson/core/json/async/NonBlockingJsonParser.java,,13,Jackson-core_16
src/main/java/com/fasterxml/jackson/core/json/async/NonBlockingJsonParser.java,,14,Jackson-core_16
src/main/java/com/fasterxml/jackson/core/json/async/NonBlockingJsonParser.java,,15,Jackson-core_16
src/main/java/com/fasterxml/jackson/core/json/async/NonBlockingJsonParser.java,,16,Jackson-core_16
src/main/java/com/fasterxml/jackson/core/json/async/NonBlockingJsonParser.java,,17,Jackson-core_16
src/main/java/com/fasterxml/jackson/core/json/async/NonBlockingJsonParser.java,,18,Jackson-core_16
src/main/java/com/fasterxml/jackson/core/json/async/NonBlockingJsonParser.java,,19,Jackson-core_16
