bug,class,method,line,path,line_source
1,org.joda.time.Chronology,<init>,63,/src/main/java/org/joda/time/Chronology.java,public abstract class Chronology {
1,org.joda.time.DateTimeField,<init>,33,/src/main/java/org/joda/time/DateTimeField.java,public abstract class DateTimeField {
1,org.joda.time.DateTimeFieldType,<clinit>,73,/src/main/java/org/joda/time/DateTimeFieldType.java,private static final DateTimeFieldType ERA_TYPE = new StandardDateTimeFieldType(
1,org.joda.time.DateTimeFieldType,<clinit>,76,/src/main/java/org/joda/time/DateTimeFieldType.java,private static final DateTimeFieldType YEAR_OF_ERA_TYPE = new StandardDateTimeFieldType(
1,org.joda.time.DateTimeFieldType,<clinit>,79,/src/main/java/org/joda/time/DateTimeFieldType.java,private static final DateTimeFieldType CENTURY_OF_ERA_TYPE = new StandardDateTimeFieldType(
1,org.joda.time.DateTimeFieldType,<clinit>,82,/src/main/java/org/joda/time/DateTimeFieldType.java,private static final DateTimeFieldType YEAR_OF_CENTURY_TYPE = new StandardDateTimeFieldType(
1,org.joda.time.DateTimeFieldType,<clinit>,85,/src/main/java/org/joda/time/DateTimeFieldType.java,private static final DateTimeFieldType YEAR_TYPE = new StandardDateTimeFieldType(
1,org.joda.time.DateTimeFieldType,<clinit>,88,/src/main/java/org/joda/time/DateTimeFieldType.java,private static final DateTimeFieldType DAY_OF_YEAR_TYPE = new StandardDateTimeFieldType(
1,org.joda.time.DateTimeFieldType,<clinit>,91,/src/main/java/org/joda/time/DateTimeFieldType.java,private static final DateTimeFieldType MONTH_OF_YEAR_TYPE = new StandardDateTimeFieldType(
1,org.joda.time.DateTimeFieldType,<clinit>,94,/src/main/java/org/joda/time/DateTimeFieldType.java,private static final DateTimeFieldType DAY_OF_MONTH_TYPE = new StandardDateTimeFieldType(
1,org.joda.time.DateTimeFieldType,<clinit>,97,/src/main/java/org/joda/time/DateTimeFieldType.java,private static final DateTimeFieldType WEEKYEAR_OF_CENTURY_TYPE = new StandardDateTimeFieldType(
1,org.joda.time.DateTimeFieldType,<clinit>,100,/src/main/java/org/joda/time/DateTimeFieldType.java,private static final DateTimeFieldType WEEKYEAR_TYPE = new StandardDateTimeFieldType(
1,org.joda.time.DateTimeFieldType,<clinit>,103,/src/main/java/org/joda/time/DateTimeFieldType.java,private static final DateTimeFieldType WEEK_OF_WEEKYEAR_TYPE = new StandardDateTimeFieldType(
1,org.joda.time.DateTimeFieldType,<clinit>,106,/src/main/java/org/joda/time/DateTimeFieldType.java,private static final DateTimeFieldType DAY_OF_WEEK_TYPE = new StandardDateTimeFieldType(
1,org.joda.time.DateTimeFieldType,<clinit>,110,/src/main/java/org/joda/time/DateTimeFieldType.java,private static final DateTimeFieldType HALFDAY_OF_DAY_TYPE = new StandardDateTimeFieldType(
1,org.joda.time.DateTimeFieldType,<clinit>,113,/src/main/java/org/joda/time/DateTimeFieldType.java,private static final DateTimeFieldType HOUR_OF_HALFDAY_TYPE = new StandardDateTimeFieldType(
1,org.joda.time.DateTimeFieldType,<clinit>,116,/src/main/java/org/joda/time/DateTimeFieldType.java,private static final DateTimeFieldType CLOCKHOUR_OF_HALFDAY_TYPE = new StandardDateTimeFieldType(
1,org.joda.time.DateTimeFieldType,<clinit>,119,/src/main/java/org/joda/time/DateTimeFieldType.java,private static final DateTimeFieldType CLOCKHOUR_OF_DAY_TYPE = new StandardDateTimeFieldType(
1,org.joda.time.DateTimeFieldType,<clinit>,122,/src/main/java/org/joda/time/DateTimeFieldType.java,private static final DateTimeFieldType HOUR_OF_DAY_TYPE = new StandardDateTimeFieldType(
1,org.joda.time.DateTimeFieldType,<clinit>,125,/src/main/java/org/joda/time/DateTimeFieldType.java,private static final DateTimeFieldType MINUTE_OF_DAY_TYPE = new StandardDateTimeFieldType(
1,org.joda.time.DateTimeFieldType,<clinit>,128,/src/main/java/org/joda/time/DateTimeFieldType.java,private static final DateTimeFieldType MINUTE_OF_HOUR_TYPE = new StandardDateTimeFieldType(
1,org.joda.time.DateTimeFieldType,<clinit>,131,/src/main/java/org/joda/time/DateTimeFieldType.java,private static final DateTimeFieldType SECOND_OF_DAY_TYPE = new StandardDateTimeFieldType(
1,org.joda.time.DateTimeFieldType,<clinit>,134,/src/main/java/org/joda/time/DateTimeFieldType.java,private static final DateTimeFieldType SECOND_OF_MINUTE_TYPE = new StandardDateTimeFieldType(
1,org.joda.time.DateTimeFieldType,<clinit>,137,/src/main/java/org/joda/time/DateTimeFieldType.java,private static final DateTimeFieldType MILLIS_OF_DAY_TYPE = new StandardDateTimeFieldType(
1,org.joda.time.DateTimeFieldType,<clinit>,140,/src/main/java/org/joda/time/DateTimeFieldType.java,private static final DateTimeFieldType MILLIS_OF_SECOND_TYPE = new StandardDateTimeFieldType(
1,org.joda.time.DateTimeFieldType,<init>,153,/src/main/java/org/joda/time/DateTimeFieldType.java,super();
1,org.joda.time.DateTimeFieldType,<init>,154,/src/main/java/org/joda/time/DateTimeFieldType.java,iName = name;
1,org.joda.time.DateTimeFieldType,<init>,155,/src/main/java/org/joda/time/DateTimeFieldType.java,}
1,org.joda.time.DateTimeFieldType,centuryOfEra,354,/src/main/java/org/joda/time/DateTimeFieldType.java,return CENTURY_OF_ERA_TYPE;
1,org.joda.time.DateTimeFieldType,clockhourOfDay,227,/src/main/java/org/joda/time/DateTimeFieldType.java,return CLOCKHOUR_OF_DAY_TYPE;
1,org.joda.time.DateTimeFieldType,clockhourOfHalfday,245,/src/main/java/org/joda/time/DateTimeFieldType.java,return CLOCKHOUR_OF_HALFDAY_TYPE;
1,org.joda.time.DateTimeFieldType,dayOfMonth,273,/src/main/java/org/joda/time/DateTimeFieldType.java,return DAY_OF_MONTH_TYPE;
1,org.joda.time.DateTimeFieldType,dayOfWeek,264,/src/main/java/org/joda/time/DateTimeFieldType.java,return DAY_OF_WEEK_TYPE;
1,org.joda.time.DateTimeFieldType,dayOfYear,282,/src/main/java/org/joda/time/DateTimeFieldType.java,return DAY_OF_YEAR_TYPE;
1,org.joda.time.DateTimeFieldType,era,363,/src/main/java/org/joda/time/DateTimeFieldType.java,return ERA_TYPE;
1,org.joda.time.DateTimeFieldType,getName,378,/src/main/java/org/joda/time/DateTimeFieldType.java,return iName;
1,org.joda.time.DateTimeFieldType,halfdayOfDay,254,/src/main/java/org/joda/time/DateTimeFieldType.java,return HALFDAY_OF_DAY_TYPE;
1,org.joda.time.DateTimeFieldType,hourOfDay,218,/src/main/java/org/joda/time/DateTimeFieldType.java,return HOUR_OF_DAY_TYPE;
1,org.joda.time.DateTimeFieldType,hourOfHalfday,236,/src/main/java/org/joda/time/DateTimeFieldType.java,return HOUR_OF_HALFDAY_TYPE;
1,org.joda.time.DateTimeFieldType,millisOfDay,173,/src/main/java/org/joda/time/DateTimeFieldType.java,return MILLIS_OF_DAY_TYPE;
1,org.joda.time.DateTimeFieldType,millisOfSecond,164,/src/main/java/org/joda/time/DateTimeFieldType.java,return MILLIS_OF_SECOND_TYPE;
1,org.joda.time.DateTimeFieldType,minuteOfDay,209,/src/main/java/org/joda/time/DateTimeFieldType.java,return MINUTE_OF_DAY_TYPE;
1,org.joda.time.DateTimeFieldType,minuteOfHour,200,/src/main/java/org/joda/time/DateTimeFieldType.java,return MINUTE_OF_HOUR_TYPE;
1,org.joda.time.DateTimeFieldType,monthOfYear,318,/src/main/java/org/joda/time/DateTimeFieldType.java,return MONTH_OF_YEAR_TYPE;
1,org.joda.time.DateTimeFieldType,secondOfDay,191,/src/main/java/org/joda/time/DateTimeFieldType.java,return SECOND_OF_DAY_TYPE;
1,org.joda.time.DateTimeFieldType,secondOfMinute,182,/src/main/java/org/joda/time/DateTimeFieldType.java,return SECOND_OF_MINUTE_TYPE;
1,org.joda.time.DateTimeFieldType,weekOfWeekyear,291,/src/main/java/org/joda/time/DateTimeFieldType.java,return WEEK_OF_WEEKYEAR_TYPE;
1,org.joda.time.DateTimeFieldType,weekyear,300,/src/main/java/org/joda/time/DateTimeFieldType.java,return WEEKYEAR_TYPE;
1,org.joda.time.DateTimeFieldType,weekyearOfCentury,309,/src/main/java/org/joda/time/DateTimeFieldType.java,return WEEKYEAR_OF_CENTURY_TYPE;
1,org.joda.time.DateTimeFieldType,year,327,/src/main/java/org/joda/time/DateTimeFieldType.java,return YEAR_TYPE;
